17503969	1
18334649	1
17693538	1
17676993	1
18003897	1
18510929	1
18497745	1
18323777	1
18509053	1
18587047	1
18172197	1
17550895	1
18032608	1
17762864	1
18003914	1
18337511	1
17993516	1
18007657	1
19290556	1
18323775	1
18296487	1
18585350	1
18653891	1
18391212	1
19060904	1
18267075	1
18448676	1
18378892	1
18550812	1
17615063	1
17762870	1
18323779	1
18805093	1
18094186	1
18812496	1
18354501	1
17675404	1
18001825	1
18798693	1
19490898	1
19450514	1
18483487	1
18555784	1
19174163	1
18462674	1
18223036	1
18692475	1
17699755	1
18485875	1
18347331	1
18818666	1
18682221	1
18239683	1
18178614	1
17535111	1
18259216	1
17923091	1
18805092	1
17911168	1
18547146	1
18024891	1
18436649	1
18394993	1
17562314	1
18292223	1
19153608	1
17673910	1
18407841	1
17631528	1
17875708	1
17914463	1
18445652	1
17913813	1
17956734	1
18086875	1
19567478	1
18492805	1
18805089	1
17635912	1
18674809	1
17881560	1
18607004	1
18775313	1
18559856	1
18216238	1
17711858	1
17882263	1
18356299	1
18230735	1
17721437	1
18448684	1
18309293	1
17568772	1
17939993	1
18606998	1
18427106	1
18547528	1
17887956	1
18613748	1
17785451	1
17666011	1
17525732	1
18073110	1
17599067	1
18362350	1
18587050	1
17855514	1
18044992	1
18046454	1
18451878	1
17942696	1
18077326	1
18359851	1
17853888	1
18388957	1
18532877	1
18678890	1
18703495	1
18198944	1
17855426	1
19345186	1
18724936	1
18202720	1
19197339	1
17650322	1
18443286	1
18566598	1
17997968	1
17641687	1
19379692	1
17981120	1
18636095	1
18378898	1
18203920	1
18463290	1
18552200	1
17535810	1
19562802	1
17690690	1
17962807	1
18356301	1
18528439	1
17962415	1
18550821	1
18337751	1
19563754	1
17627283	1
18559859	1
18420823	1
18547396	1
18566587	1
18566590	1
17565979	1
19096365	1
17954916	1
19277118	1
18305175	1
19410543	1
18358808	1
17626179	1
18636086	1
17517622	1
18550825	1
18003900	1
18511908	1
18641123	1
17721446	1
18073106	1
18256688	1
18206651	1
18505846	1
18775702	1
18405666	1
17882259	1
17592114	1
18025461	1
18077395	1
17962804	1
18273061	1
17586502	1
18362360	1
19135240	1
17984067	1
17928627	1
18682553	1
18615098	1
17612295	1
18182486	1
18611375	1
17525735	1
18626018	1
18331838	1
18044991	1
17928403	1
19619546	1
18287201	1
18511904	1
19153607	1
18287022	1
18715118	1
18040043	1
18541910	1
17513757	1
18391209	1
17535800	1
