19393003	0
19393004	0
19393007	0
19393013	0
19393023	0
19393024	0
19393028	0
19393030	0
19393032	0
19393035	0
19413336	0
19413338	0
19413350	0
19413897	0
19413957	0
19413959	0
19413962	0
19413963	0
19413965	0
19413967	0
19413971	0
19413975	0
19413984	0
19413985	0
19413989	0
19413990	0
19413992	0
19414017	0
19414018	1
19414020	0
19414021	1
19414197	0
19414198	0
19414487	0
19414498	0
19414551	1
19414555	1
19414558	0
19414559	0
19414562	0
19414564	0
19414588	1
19414589	1
19414593	1
19414594	0
19414599	1
19414600	1
19414605	1
19414611	1
19414739	0
19414740	1
19414748	0
19414749	0
19414750	1
19414754	0
19414756	0
19414757	0
19414759	1
19414765	0
19414766	0
19414768	0
19414775	0
19414776	0
19414788	0
19414789	0
19414792	1
19414795	1
19414800	0
19414801	0
19414805	0
19414806	0
19414808	1
19414813	0
19414814	0
19415112	0
19415115	0
19415117	0
19415118	0
19415121	1
19415352	0
19415527	1
19415891	0
19415897	0
19415899	0
19415920	0
19415930	1
19415933	0
19415935	0
19416531	0
19416720	0
19416727	0
19416806	1
19416810	0
19416811	0
19416817	0
19416822	0
19416823	0
19416824	0
19416833	0
19416835	0
19416838	0
19416847	1
19416849	0
19416851	1
19416853	1
19416855	0
19416857	1
19416859	0
19416860	0
19416862	0
19416866	0
19416868	0
19416873	0
19416880	0
19416885	0
19416891	0
19416894	0
19416898	0
19416905	0
19416909	0
19416911	0
19416912	0
19416920	0
19416921	0
19416939	0
19416941	0
19416966	0
19416981	0
19417002	1
19417005	0
19417006	0
19417008	0
19417056	1
19417063	0
19417066	0
19417068	1
19417071	0
19417072	0
19417073	0
19417104	1
19417106	1
19417133	0
19417775	0
19417776	0
19418582	0
19418583	0
19418584	0
19418587	0
19418593	0
19419141	0
19419144	0
19419158	0
19419159	0
19419168	0
19419172	0
19419173	0
19419174	0
19419175	0
19419176	0
19419199	0
19419204	0
19419205	0
19419206	0
19419745	0
19419770	0
19419812	0
19419955	1
19419960	0
19419961	0
19419962	0
19419966	1
19419967	0
19419968	0
19419971	1
19419974	0
19420059	1
19420062	0
19420064	0
19420074	0
19420075	1
19420076	0
19420087	0
19420107	1
19420114	0
19420137	0
19420140	0
19420217	0
19420218	1
19420220	0
19420224	0
19420235	0
19420237	0
19420240	0
19420242	0
19420247	0
19420249	0
19420256	0
19420261	0
19420263	1
19420267	1
19420268	0
19420270	0
19420330	0
19420331	0
19420682	0
19420684	0
19420685	1
19420686	0
19420688	0
19420689	1
19420690	0
19420698	0
19420704	0
19420715	0
19420721	0
19420722	0
19420724	0
19420726	0
19420727	0
19421138	1
19421159	0
19421223	0
19421230	0
19421231	0
19421313	0
19421323	0
19421327	0
19421331	1
19421332	0
19421405	0
19421430	0
19422092	0
19422094	0
19422097	0
19422231	0
19422232	0
19422237	0
19422238	0
19422243	0
19422269	0
19422674	0
19422683	0
19422690	0
19422692	0
19422713	0
19422723	0
19422789	0
19422794	0
19422801	1
19422803	0
19422804	0
19422808	0
19422832	0
19422834	1
19423145	0
19423553	0
19423666	0
19423667	0
19423669	0
19423670	0
19423671	0
19423710	0
19423712	0
19423713	0
19423812	0
19423813	0
19423814	0
19423815	0
19423817	0
19423844	0
19423848	0
19423874	0
19424150	0
19424151	0
19424178	0
19424198	0
19424414	0
19424416	0
19424420	0
19424425	1
19424437	0
19424438	0
19424439	0
19424440	0
19424486	0
19424489	0
19424495	0
19424496	0
19424497	0
19424500	0
19424505	0
19425178	0
19425552	0
19425596	0
19425603	0
19426458	0
19426459	0
19426460	0
19426492	0
19426494	0
19426500	0
19426566	0
19426706	0
19426707	1
19426713	0
19426714	0
19426715	0
19426717	0
19426742	0
19426743	0
19426804	0
19427037	0
19427114	0
19427210	0
19427214	0
19427217	0
19427242	0
19427318	0
19427322	0
19427323	1
19427324	0
19427325	0
19427831	0
19429603	0
19429608	0
19429610	0
19429611	0
19429618	0
19429622	0
19429623	0
19429625	0
19429626	0
19429676	1
19429686	0
19429688	0
19429689	0
19429695	0
19429696	0
19429697	0
19429707	0
19429779	0
19429894	0
19429910	1
19429912	0
19430446	0
19430466	0
19430471	0
19430472	0
19430473	0
19430474	0
19430478	0
19430492	0
19430525	0
19430527	1
19430528	0
19430533	0
19430535	0
19432417	0
19432418	0
19432419	0
19432420	0
19432421	0
19432425	0
19432427	0
19432429	0
19432432	0
19432433	0
19432443	0
19432453	0
19432457	0
19432472	0
19432488	0
19432557	0
19432955	0
19432963	1
19432973	0
19432987	0
19433061	1
19433088	1
19433089	0
19433095	0
19433415	0
19433443	1
19433452	1
19433454	1
19433511	0
19433514	0
19433541	0
19433550	0
19433551	0
19433585	1
19433587	1
19433631	0
19433786	0
19433791	0
19433792	0
19433800	0
19433801	0
19434086	0
19434087	0
19434098	0
19434233	0
19434237	0
19435311	0
19435347	0
19435348	0
19435461	0
19435513	0
19435524	0
19435648	0
19435801	1
19435805	0
19435806	0
19435878	0
19435881	0
19435886	0
19435888	0
19435894	0
19435906	0
19435908	0
19435910	0
19435913	0
19435915	0
19435920	0
19435923	0
19435925	0
19435937	0
19436047	0
19436049	0
19436071	0
19436110	0
19436113	1
19436262	0
19436294	0
19436297	0
19436700	0
19436702	0
19436712	0
19436715	0
19436718	0
19436731	0
19436741	0
19436743	0
19436744	0
19436746	0
19436751	0
19436752	0
19436754	0
19436759	0
19436836	0
19437561	0
19437564	0
19437570	0
